GeneIds,Gene,TA003_ntCtrl_O2_1,TA003_ntCtrl_O2_2,TA012_ntCtrl_O2,TA020_ntCtrl_O2,TA034_ntCtrl_O2_1,TA034_ntCtrl_O2_2,TA039_ntCtrl_O2,TA003_ntCtrl_RA_1,TA003_ntCtrl_RA_2,TA012_ntCtrl_RA,TA020_ntCtrl_RA,TA034_ntCtrl_RA_1,TA034_ntCtrl_RA_2,TA039_ntCtrl_RA
ENSG00000166192.15,SENP8,110,116,86,173,120,148,139,222,234,136,156,132,139,95
ENSG00000243568.2,RPL21P115,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000260173.1,lncRNA*9205,0,0,0,0,0,0,0,0,2,1,0,0,0,1
ENSG00000175318.12,GRAMD2A,426,394,265,229,145,196,399,910,919,408,213,224,244,427
ENSG00000067225.21,PKM,50590,36154,39755,36972,36202,40825,37974,49842,61752,61946,45898,47393,50405,51160
ENSG00000137817.17,PARP6,635,953,480,1042,595,701,838,725,991,798,1127,460,591,559
ENSG00000273025.1,protein_coding*377,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261460.1,lncRNA*9206,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ENSG00000140488.16,CELF6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260729.1,protein_coding*378,0,13,6,5,9,7,8,9,9,6,8,0,2,0
ENSG00000213614.11,HEXA,523,599,378,576,463,541,709,647,820,536,698,421,445,470
ENSG00000260339.2,HEXA-AS1,17,36,11,34,11,15,36,14,14,21,15,10,7,23
ENSG00000243007.1,RPL12P35,1,0,1,2,0,2,0,0,2,1,1,1,0,1
ENSG00000187806.9,TMEM202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261423.3,TMEM202-AS1,9,18,4,23,16,15,17,19,30,16,28,15,10,15
ENSG00000271072.1,PHB1P20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261187.1,lncRNA*9207,3,8,2,3,0,7,3,1,2,0,8,1,0,0
ENSG00000166233.15,ARIH1,1786,1408,1331,1912,1687,1913,1759,1676,2219,2047,1769,1530,1582,1506
ENSG00000283798.1,MIR630,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260534.1,lncRNA*9208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278313.1,unprocessed_pseudogene*622,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260144.1,unprocessed_pseudogene*623,0,1,0,2,0,1,2,1,1,4,0,0,0,1
ENSG00000259783.6,LINC02259,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260672.1,lncRNA*9209,2,0,0,1,0,0,1,0,0,0,1,0,1,1
ENSG00000259909.1,unprocessed_pseudogene*624,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215186.7,GOLGA6B,0,0,0,0,0,0,1,1,0,0,0,0,2,0
ENSG00000274350.1,RN7SL853P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175202.6,HIGD2B,0,1,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000261281.1,transcribed_processed_pseudogene*105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000140463.14,BBS4,180,174,123,232,220,207,190,217,258,206,269,215,190,155
ENSG00000159322.18,ADPGK,905,1038,835,921,898,1013,1038,1133,1400,1371,1109,1012,1061,895
ENSG00000260898.6,ADPGK-AS1,1,1,0,1,0,1,1,6,3,2,1,3,1,1
ENSG00000285729.1,lncRNA*9210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259259.1,NPM1P42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000067141.17,NEO1,775,1648,982,2248,1352,1460,1714,1784,2155,1985,2313,1382,1404,849
ENSG00000259691.2,FKBP1AP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259440.2,NPM1P43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259528.1,lncRNA*9211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138622.4,HCN4,4,9,0,0,0,4,8,10,11,6,1,1,0,3
ENSG00000259650.1,lncRNA*9212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000183324.11,REC114,0,2,0,0,0,0,0,1,1,0,0,0,0,0
ENSG00000259186.1,MRPS15P1,0,2,2,0,3,1,2,0,0,2,1,0,0,0
ENSG00000156642.17,NPTN,3634,3291,3032,3560,4200,4300,3506,3902,4426,5119,4011,4413,4415,3558
ENSG00000281183.1,NPTN-IT1,26,25,26,42,16,33,20,34,42,45,48,21,35,34
ENSG00000103855.18,CD276,1576,1186,1085,909,1066,1095,1170,1257,1392,1852,1147,1251,1201,1647
ENSG00000276807.1,lncRNA*9213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205363.7,INSYN1,15,19,10,13,11,14,16,14,20,4,29,19,13,15
ENSG00000260469.3,INSYN1-AS1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000260624.2,lncRNA*9214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167139.9,TBC1D21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261801.8,LOXL1-AS1,54,67,21,60,33,36,67,55,63,31,40,22,7,22
ENSG00000129038.16,LOXL1,192,562,97,119,141,158,474,514,614,123,187,131,153,168
ENSG00000067221.14,STOML1,246,251,153,206,232,262,242,279,310,195,269,270,266,212
ENSG00000140464.20,PML,1869,1613,1348,1345,901,1226,1432,1728,2335,2370,1381,1109,1077,1508
ENSG00000287543.1,lncRNA*9215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260096.1,DNM1P33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000159289.6,GOLGA6A,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000278604.1,RN7SL429P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214702.6,COMMD4P2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000167178.17,ISLR2,1,1,0,0,1,4,0,1,1,3,0,3,1,0
ENSG00000248540.3,lncRNA*9216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261543.1,lncRNA*9217,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ENSG00000278348.1,Metazoa_SRP*107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000129009.13,ISLR,3,0,0,2,2,0,0,1,0,1,0,4,3,2
ENSG00000137868.19,STRA6,1757,493,1251,355,1071,1329,232,925,1336,3488,1084,1751,1777,3173
ENSG00000140481.15,CCDC33,89,164,49,27,65,141,163,402,342,115,54,134,127,168
ENSG00000280309.1,TEC*608,1,0,0,1,0,0,1,0,1,0,0,0,0,1
ENSG00000261384.1,lncRNA*9218,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277749.1,lncRNA*9219,0,2,0,0,0,0,4,10,4,0,0,0,0,0
ENSG00000140459.18,CYP11A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260266.1,PPIAP46,0,1,0,0,0,0,0,1,0,1,0,0,0,0
ENSG00000261821.2,lncRNA*9220,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274937.1,lncRNA*9221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277718.1,LINC02255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138623.10,SEMA7A,710,72,170,16,186,268,179,90,52,362,37,363,233,526
ENSG00000277391.1,MIR6881,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000286696.1,lncRNA*9222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138629.16,UBL7,462,476,389,665,474,468,495,551,632,578,812,590,562,390
ENSG00000247240.10,UBL7-DT,33,26,12,63,30,28,23,48,73,42,77,30,29,43
ENSG00000260103.2,transcribed_processed_pseudogene*106,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000261775.1,lncRNA*9223,0,0,0,4,1,1,1,2,1,1,0,1,1,1
ENSG00000212279.2,snoRNA*254,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179361.18,ARID3B,230,133,116,187,173,221,171,304,252,228,255,173,158,253
ENSG00000179335.20,CLK3,1014,1035,864,1201,951,1101,1093,1156,1586,1241,1522,883,991,1128
ENSG00000275527.1,lncRNA*9224,2,1,0,2,0,0,2,0,0,0,1,1,0,0
ENSG00000260919.1,lncRNA*9225,0,0,0,0,0,0,1,1,0,0,2,0,0,0
ENSG00000179151.13,EDC3,687,537,448,794,599,669,669,711,841,783,877,682,716,554
ENSG00000140465.15,CYP1A1,189,543,198,59,174,186,337,1122,1410,419,120,407,442,553
ENSG00000140505.7,CYP1A2,2,0,0,1,0,0,1,2,0,1,1,0,0,0
ENSG00000103653.17,CSK,1311,1248,838,1432,1329,1421,1342,1396,1547,1457,1920,1520,1441,1370
ENSG00000264386.1,MIR4513,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000140506.17,LMAN1L,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261606.5,lncRNA*9226,1,0,0,0,0,0,0,0,0,0,1,0,0,1
ENSG00000213578.6,CPLX3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000140474.14,ULK3,420,710,413,709,515,621,687,752,883,645,1032,505,571,418
ENSG00000275411.1,MIR6882,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000140497.16,SCAMP2,2645,2453,1662,3099,2512,2793,2593,2781,3594,2834,3683,2547,2674,2321
ENSG00000178802.18,MPI,377,388,208,509,304,287,444,531,630,348,633,325,393,355
ENSG00000178761.15,FAM219B,1173,1302,743,1328,929,1088,1338,1244,1465,1099,1380,745,959,1091
ENSG00000178741.12,COX5A,2337,2501,1907,2912,2450,2534,2767,3001,3348,2546,3577,2796,2900,2157
ENSG00000178718.7,RPP25,293,374,332,596,587,589,408,327,337,398,754,580,531,317
ENSG00000198794.12,SCAMP5,376,75,94,108,263,273,86,71,110,120,174,279,309,312
ENSG00000261813.2,processed_pseudogene*2689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199580.1,Y_RNA*578,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260483.2,processed_pseudogene*2690,1,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138621.12,PPCDC,205,196,150,167,166,179,220,198,219,202,205,177,189,215
ENSG00000260152.2,processed_pseudogene*2691,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203411.3,Metazoa_SRP*108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252722.1,scaRNA*20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000288901.1,lncRNA*9227,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240366.1,RPL36AP45,0,0,1,0,1,0,0,1,2,0,0,2,0,1
ENSG00000167173.19,C15orf39,1628,1055,954,1171,1573,1523,1331,1156,1503,1572,1451,1415,1337,1172
ENSG00000261779.1,lncRNA*9228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287926.1,lncRNA*9229,0,0,0,0,0,0,0,0,0,0,4,0,0,0
ENSG00000260660.4,transcribed_unitary_pseudogene*12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260104.1,unprocessed_pseudogene*625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261205.2,NIFKP4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000167195.8,GOLGA6C,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277295.1,RN7SL489P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000140478.17,GOLGA6D,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275992.1,RN7SL327P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000291229.1,lncRNA*9230,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260357.2,DNM1P34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259790.1,ANP32BP1,1,2,0,1,0,0,5,0,4,1,2,5,4,2
ENSG00000140365.16,COMMD4,474,518,438,644,491,580,577,622,648,558,804,561,569,491
ENSG00000275645.1,lncRNA*9231,9,13,2,13,13,11,16,11,24,4,14,11,8,14
ENSG00000140398.14,NEIL1,347,792,432,666,304,364,515,585,1035,661,852,205,336,358
ENSG00000284343.1,MIR631,1,1,3,4,0,1,2,1,3,6,0,0,1,4
ENSG00000140400.18,MAN2C1,1550,1651,1230,1683,1276,1520,1377,1223,1791,2093,1927,924,1340,1708
ENSG00000260274.2,lncRNA*9232,32,32,16,58,31,40,51,31,27,29,62,24,30,38
ENSG00000169375.17,SIN3A,1240,1198,994,1970,1457,1508,1309,1418,1869,1905,1909,1417,1391,1143
ENSG00000241890.1,RPL13P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261714.2,processed_pseudogene*2692,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276744.1,lncRNA*9233,1,1,0,2,1,3,4,0,0,0,1,0,0,0
ENSG00000169410.11,PTPN9,667,523,535,592,703,740,554,658,722,893,736,781,689,713
ENSG00000260165.1,unprocessed_pseudogene*626,0,0,0,1,0,0,0,0,0,0,3,0,0,0
ENSG00000259931.2,processed_pseudogene*2693,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000260269.5,lncRNA*9234,3,2,2,1,4,0,0,0,7,2,2,3,1,1
ENSG00000169371.14,SNUPN,137,141,92,162,152,112,133,142,147,129,162,114,130,117
ENSG00000260235.1,lncRNA*9235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260206.1,lncRNA*9236,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177971.9,IMP3,718,934,580,1277,901,960,1048,880,981,884,1287,971,850,747
ENSG00000275454.1,lncRNA*9237,2,5,0,2,2,0,3,3,0,4,7,5,2,4
ENSG00000274515.1,lncRNA*9238,1,0,0,0,1,1,1,1,0,0,2,1,0,0
ENSG00000173548.9,SNX33,2057,1549,1446,2248,1983,2146,1644,2055,2552,2254,2907,2253,2309,1762
ENSG00000173546.7,CSPG4,100,10,18,28,198,138,20,21,28,49,35,248,211,117
ENSG00000260892.1,lncRNA*9239,0,1,0,0,1,1,1,0,0,1,5,0,1,0
ENSG00000203392.3,lncRNA*9240,6,14,8,8,6,4,0,6,1,23,29,6,5,4
ENSG00000182950.3,ODF3L1,6,1,1,0,5,4,2,4,3,1,0,0,1,1
ENSG00000246877.2,DNM1P35,2,4,3,7,3,2,1,1,2,4,11,1,6,2
ENSG00000260288.6,lncRNA*9241,0,2,0,0,0,0,0,0,3,0,0,0,0,0
ENSG00000260815.3,PPIAP47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261043.5,lncRNA*9242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284385.1,MIR4313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000291009.1,lncRNA*9243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187812.13,GOLGA6EP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241807.3,RN7SL319P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261820.1,DNM1P49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000140367.12,UBE2Q2,1095,817,666,1029,817,943,872,801,995,1053,1036,974,966,1015
ENSG00000266308.2,RN7SL510P,0,1,2,0,0,0,0,0,0,2,1,0,0,0
ENSG00000167196.14,FBXO22,929,616,829,854,908,974,717,786,942,1277,879,890,943,874
ENSG00000169752.17,NRG4,12,48,4,29,64,78,52,60,58,5,54,83,78,25
ENSG00000260685.1,processed_pseudogene*2694,0,1,0,1,1,1,0,0,1,0,4,1,1,0
ENSG00000169758.13,TMEM266,1,4,1,4,3,1,6,1,4,1,3,0,1,1
ENSG00000259422.1,lncRNA*9244,5,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000140374.17,ETFA,1518,1331,1028,1704,1497,1571,1498,1443,1671,1565,1764,1523,1567,1404
ENSG00000196274.5,Metazoa_SRP*109,3,0,2,1,0,0,0,0,0,0,1,0,0,0
ENSG00000259581.3,TYRO3P,0,2,2,0,0,0,1,0,0,0,0,0,0,0
ENSG00000287503.1,lncRNA*9245,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000159556.10,ISL2,1,0,0,0,3,1,0,0,0,8,0,0,0,1
ENSG00000259514.1,lncRNA*9246,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270036.1,lncRNA*9247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000140386.13,SCAPER,251,279,244,424,270,383,342,354,378,421,357,280,316,221
ENSG00000261232.2,processed_pseudogene*2695,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266449.1,MIR3713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201510.1,RN7SKP217,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000117906.14,RCN2,1382,1520,1034,1285,1374,1408,1841,1631,1691,1786,1264,1326,1354,1554
ENSG00000243365.3,RN7SL278P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259565.2,KRT8P23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000140368.14,PSTPIP1,7,4,1,2,1,0,3,0,4,3,1,2,1,3
ENSG00000140391.15,TSPAN3,7483,7861,4911,7298,8374,8796,9460,10641,11589,7767,7622,8069,8580,8414
ENSG00000259652.1,lncRNA*9248,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000278991.1,TEC*609,0,4,0,9,2,7,3,3,5,14,1,1,2,9
ENSG00000269951.1,lncRNA*9249,5,8,4,1,6,0,4,6,12,3,3,3,4,11
ENSG00000173517.11,PEAK1,237,352,226,596,315,398,335,396,463,384,539,318,308,303
ENSG00000259722.2,processed_pseudogene*2696,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230459.3,processed_pseudogene*2697,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000140382.15,HMG20A,555,594,423,846,565,640,624,621,739,654,926,530,530,518
ENSG00000279033.1,TEC*610,0,1,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000259362.2,lncRNA*9250,0,2,0,6,2,0,0,0,2,0,3,1,0,1
ENSG00000259420.5,lncRNA*9251,1,4,0,0,0,0,7,1,0,0,0,1,0,0
ENSG00000169783.13,LINGO1,2,5,0,6,0,0,1,5,2,0,0,1,0,0
ENSG00000259666.3,LINGO1-AS1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000259281.1,LINGO1-AS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280359.1,TEC*611,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259213.1,lncRNA*9252,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260139.7,CSPG4P13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000290664.1,lncRNA*9253,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000291296.1,lncRNA*9254,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000260776.7,GOLGA6FP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261244.1,lncRNA*9255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242066.3,RN7SL214P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000290665.1,lncRNA*9256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214646.9,COMMD4P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000290666.1,lncRNA*9257,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261403.1,lncRNA*9258,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261143.2,ADAMTS7P3,0,0,0,0,4,2,0,0,0,0,0,2,3,2
ENSG00000167202.12,TBC1D2B,1276,824,1222,1042,905,1079,929,1397,1926,2273,1243,1456,1608,1482
ENSG00000290667.1,lncRNA*9259,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259792.1,lncRNA*9260,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000183476.13,SH2D7,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000199633.1,SNORA63*6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136425.14,CIB2,68,42,28,19,40,40,43,49,49,64,46,43,41,40
ENSG00000166411.14,IDH3A,996,1110,712,1366,1190,1291,1336,1405,1672,1154,1327,1177,1268,1141
ENSG00000260988.1,lncRNA*9261,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000103740.10,ACSBG1,1,12,0,3,1,1,25,33,29,0,1,0,0,0
ENSG00000259708.1,DNAJA4-DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000140403.13,DNAJA4,681,1843,897,1423,1268,1431,1929,2387,3013,1302,1738,1086,1298,601
ENSG00000140395.9,SKIC8,694,659,438,998,658,732,735,714,944,686,845,619,675,621
ENSG00000272418.1,lncRNA*9262,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259562.2,transcribed_processed_pseudogene*107,16,18,12,32,16,16,14,10,26,28,11,4,13,16
ENSG00000259322.1,lncRNA*9263,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277482.1,lncRNA*9264,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000279694.1,TEC*612,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000166426.8,CRABP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259413.2,processed_pseudogene*2698,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000136381.13,IREB2,1600,1305,1011,2098,1433,1631,1482,1284,1815,1789,1593,1261,1361,1485
ENSG00000259474.1,lncRNA*9265,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188266.14,HYKK,67,109,62,105,59,79,90,141,149,102,111,68,75,75
ENSG00000279373.1,TEC*613,3,1,1,1,0,0,0,1,0,0,1,1,0,0
ENSG00000041357.16,PSMA4,2031,1981,1552,2276,2508,2666,2211,2597,2893,2586,2458,2649,2623,2228
ENSG00000169684.13,CHRNA5,26,7,16,31,4,2,13,20,11,36,27,14,10,33
ENSG00000261762.1,lncRNA*9266,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000080644.16,CHRNA3,4,2,6,4,0,2,0,0,0,10,0,0,0,10
ENSG00000279421.1,TEC*614,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000117971.12,CHRNB4,2,5,5,3,2,0,2,7,4,5,4,4,3,9
ENSG00000259555.1,lncRNA*9267,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000290426.1,lncRNA*9268,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213307.4,RPL18P11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261303.7,GOLGA6GP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273512.1,unprocessed_pseudogene*627,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000290424.1,lncRNA*9269,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238166.3,transcribed_unprocessed_pseudogene*141,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136378.15,ADAMTS7,150,35,153,103,72,66,45,44,69,324,79,82,96,198
ENSG00000185787.15,MORF4L1,5631,4904,3891,6227,6328,6630,5394,5618,6446,6651,5734,6061,5981,5073
ENSG00000288561.1,unprocessed_pseudogene*628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243711.1,RPL21P116,0,0,0,1,0,0,0,1,0,0,0,2,0,1
ENSG00000252061.1,RNU6-415P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279235.1,TEC*615,0,1,0,0,0,0,1,0,0,1,0,0,0,1
ENSG00000103811.18,CTSH,4074,5066,7794,6356,5260,5370,4905,6191,6532,11090,8927,6641,7233,5581
ENSG00000058335.16,RASGRF1,2,10,7,8,9,3,14,11,18,10,7,3,7,2
ENSG00000177699.4,lncRNA*9270,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259234.8,ANKRD34C-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207695.1,MIR184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259419.2,HNRNPCP3,9,6,6,13,11,8,14,8,9,13,13,4,8,5
ENSG00000235711.5,ANKRD34C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000166557.14,TMED3,2078,2138,1277,2336,2047,2158,2494,2625,2644,2101,2935,2232,2243,2161
ENSG00000287408.1,lncRNA*9271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000289561.2,lncRNA*9272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000169330.9,MINAR1,10,15,22,29,11,11,7,23,15,35,28,11,13,25
ENSG00000259493.2,TFDP1P3,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ENSG00000259208.2,processed_pseudogene*2699,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260674.2,processed_pseudogene*2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213527.5,processed_pseudogene*2701,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259229.2,processed_pseudogene*2702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252995.1,RNU6-667P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259548.1,lncRNA*9273,1,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000136371.11,MTHFS,5,7,10,9,6,10,10,12,27,7,10,11,7,28
ENSG00000261229.6,lncRNA*9274,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259332.3,ST20-MTHFS,0,4,0,0,1,0,0,0,5,0,6,2,8,0
ENSG00000279394.1,TEC*616,0,0,0,0,0,0,3,0,0,0,1,0,0,0
ENSG00000286813.1,lncRNA*9275,1,4,6,0,1,0,4,3,4,6,9,0,1,3
ENSG00000180953.11,ST20,9,10,10,18,10,6,12,12,16,20,16,5,5,12
ENSG00000288592.2,transcribed_unitary_pseudogene*13,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278600.1,lncRNA*9276,48,64,27,64,19,32,50,32,63,66,46,25,25,44
ENSG00000259642.2,ST20-AS1,163,138,130,128,168,181,148,152,181,237,161,228,192,217
ENSG00000288604.1,transcribed_processed_pseudogene*108,2,7,5,0,10,5,4,3,5,6,9,6,6,0
ENSG00000259770.2,processed_pseudogene*2703,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000140379.9,BCL2A1,28,83,53,19,32,56,53,25,34,122,13,41,29,61
ENSG00000271364.1,processed_pseudogene*2704,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279719.2,TEC*617,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279705.1,TEC*618,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275460.1,Metazoa_SRP*110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000086666.19,ZFAND6,1853,1682,1482,1885,1939,2115,2012,1870,2114,2279,1533,1604,1570,1587
